,reaction_id,rxn_smiles,products_run
221,220,[Br:1][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([F:8])[F:9].[cH:10]1[cH:11][cH:12][c:13](-[c:14]2[cH:15][cH:16][cH:17][cH:18][n:19]2)[cH:20][cH:21]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].ClCCCl.CC1=C(C(O)=O)C(C)=CC(C)=C1>[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13](-[c:14]2[cH:15][cH:16][cH:17][cH:18][n:19]2)[cH:20][cH:21]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13](-[c:14]2[cH:15][cH:16][cH:17][cH:18][n:19]2)[cH:20][cH:21]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14](-[c:15]2[cH:16][cH:17][cH:18][cH:19][n:20]2)[cH:21]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1-[c:16]1[cH:17][cH:18][cH:19][cH:20][n:21]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14](-[c:15]2[cH:16][cH:17][cH:18][cH:19][n:20]2)[cH:21]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1-[c:16]1[cH:17][cH:18][cH:19][cH:20][n:21]1
222,221,[cH:10]1[cH:11][cH:12][c:13]([NH:14][C:15](=[O:16])[C:17]([CH3:18])([CH3:19])[CH3:20])[cH:21][cH:22]1.[Br:1][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([F:8])[F:9]>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].ClCCCl.OC12C[C@H]3C[C@H](C[C@H](C3)C2)C1>[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]([NH:14][C:15](=[O:16])[C:17]([CH3:18])([CH3:19])[CH3:20])[cH:21][cH:22]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]([NH:14][C:15](=[O:16])[C:17]([CH3:18])([CH3:19])[CH3:20])[cH:21][cH:22]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([NH:15][C:16](=[O:17])[C:18]([CH3:19])([CH3:20])[CH3:21])[cH:22]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[NH:16][C:17](=[O:18])[C:19]([CH3:20])([CH3:21])[CH3:22].[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([NH:15][C:16](=[O:17])[C:18]([CH3:19])([CH3:20])[CH3:21])[cH:22]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[NH:16][C:17](=[O:18])[C:19]([CH3:20])([CH3:21])[CH3:22]
223,222,[cH:10]1[cH:11][cH:12][c:13]([N:14]([CH2:15][CH3:16])[C:17](=[O:18])[C:19]([CH3:20])([CH3:21])[CH3:22])[cH:23][cH:24]1.[Br:1][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([F:8])[F:9]>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].ClCCCl.OC12C[C@H]3C[C@H](C[C@H](C3)C2)C1>[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]([N:14]([CH2:15][CH3:16])[C:17](=[O:18])[C:19]([CH3:20])([CH3:21])[CH3:22])[cH:23][cH:24]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]([N:14]([CH2:15][CH3:16])[C:17](=[O:18])[C:19]([CH3:20])([CH3:21])[CH3:22])[cH:23][cH:24]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([N:15]([CH2:16][CH3:17])[C:18](=[O:19])[C:20]([CH3:21])([CH3:22])[CH3:23])[cH:24]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N:16]([CH2:17][CH3:18])[C:19](=[O:20])[C:21]([CH3:22])([CH3:23])[CH3:24].[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([N:15]([CH2:16][CH3:17])[C:18](=[O:19])[C:20]([CH3:21])([CH3:22])[CH3:23])[cH:24]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N:16]([CH2:17][CH3:18])[C:19](=[O:20])[C:21]([CH3:22])([CH3:23])[CH3:24]
224,223,[Br:1][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([F:8])[F:9].[cH:10]1[cH:11][cH:12][c:13]([NH:14][C:15](=[O:16])[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[cH:23][cH:24]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].ClCCCl.OC12C[C@H]3C[C@H](C[C@H](C3)C2)C1>[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]([NH:14][C:15](=[O:16])[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[cH:23][cH:24]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]([NH:14][C:15](=[O:16])[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[cH:23][cH:24]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[NH:16][C:17](=[O:18])[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([NH:15][C:16](=[O:17])[c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[cH:24]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[NH:16][C:17](=[O:18])[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([NH:15][C:16](=[O:17])[c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[cH:24]1
225,224,[Br:1][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([F:8])[F:9].[cH:10]1[cH:11][cH:12][c:13]2[c:14]([cH:15]1)[CH2:16][CH2:17][N:18]2[C:19](=[O:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].ClCCCl.OC12C[C@H]3C[C@H](C[C@H](C3)C2)C1>[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]2[c:14]([cH:15]1)[CH2:16][CH2:17][N:18]2[C:19](=[O:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]2[c:14]([cH:15]1)[CH2:16][CH2:17][N:18]2[C:19](=[O:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]2[c:14]([cH:15]1)[N:16]([C:17](=[O:18])[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[CH2:25][CH2:26]2.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]2[c:15]1[N:16]([C:17](=[O:18])[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[CH2:25][CH2:26]2.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]2[c:14]([cH:15]1)[N:16]([C:17](=[O:18])[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[CH2:25][CH2:26]2.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]2[c:15]1[N:16]([C:17](=[O:18])[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[CH2:25][CH2:26]2
226,225,[Br:1][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([F:8])[F:9].[cH:10]1[cH:11][cH:12][c:13](-[c:14]2[cH:15][cH:16][cH:17][cH:18][n:19]2)[cH:20][cH:21]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].ClCCCl.OC12C[C@H]3C[C@H](C[C@H](C3)C2)C1>[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14](-[c:15]2[cH:16][cH:17][cH:18][cH:19][n:20]2)[cH:21]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14](-[c:15]2[cH:16][cH:17][cH:18][cH:19][n:20]2)[cH:21]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13](-[c:14]2[cH:15][cH:16][cH:17][cH:18][n:19]2)[cH:20][cH:21]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1-[c:16]1[cH:17][cH:18][cH:19][cH:20][n:21]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1-[c:16]1[cH:17][cH:18][cH:19][cH:20][n:21]1
227,226,[Br:1][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([F:8])[F:9].[cH:10]1[cH:11][cH:12][c:13](-[n:14]2[n:15][c:16]([CH3:17])[cH:18][c:19]2[O:20][CH3:21])[cH:22][cH:23]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].ClCCCl.OC12C[C@H]3C[C@H](C[C@H](C3)C2)C1>[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13](-[n:14]2[n:15][c:16]([CH3:17])[cH:18][c:19]2[O:20][CH3:21])[cH:22][cH:23]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13](-[n:14]2[n:15][c:16]([CH3:17])[cH:18][c:19]2[O:20][CH3:21])[cH:22][cH:23]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14](-[n:15]2[n:16][c:17]([CH3:18])[cH:19][c:20]2[O:21][CH3:22])[cH:23]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1-[n:16]1[n:17][c:18]([CH3:19])[cH:20][c:21]1[O:22][CH3:23].[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14](-[n:15]2[n:16][c:17]([CH3:18])[cH:19][c:20]2[O:21][CH3:22])[cH:23]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1-[n:16]1[n:17][c:18]([CH3:19])[cH:20][c:21]1[O:22][CH3:23]
228,227,[Br:1][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([F:8])[F:9].[cH:10]1[cH:11][cH:12][cH:13][c:14](-[n:15]2[n:16][c:17]([CH3:18])[cH:19][c:20]2[Cl:21])[cH:22]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].ClCCCl.OC12C[C@H]3C[C@H](C[C@H](C3)C2)C1>[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14](-[n:15]2[n:16][c:17]([CH3:18])[cH:19][c:20]2[Cl:21])[cH:22]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14](-[n:15]2[n:16][c:17]([CH3:18])[cH:19][c:20]2[Cl:21])[cH:22]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1-[n:16]1[n:17][c:18]([CH3:19])[cH:20][c:21]1[Cl:22].[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13](-[n:14]2[n:15][c:16]([CH3:17])[cH:18][c:19]2[Cl:20])[cH:21][cH:22]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1-[n:16]1[n:17][c:18]([CH3:19])[cH:20][c:21]1[Cl:22]
229,228,[Br:1][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([F:8])[F:9].[cH:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N:16]([CH3:17])[CH3:18]>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].ClCCCl.OC12C[C@H]3C[C@H](C[C@H](C3)C2)C1>[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N:16]([CH3:17])[CH3:18],[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[N:16]([CH3:17])[CH3:18].[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13]([N:14]([CH3:15])[CH3:16])[cH:17][cH:18]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([N:15]([CH3:16])[CH3:17])[cH:18]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([N:15]([CH3:16])[CH3:17])[cH:18]1
230,229,[CH3:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:15]1[C:16]1=[N:17][CH2:18][CH2:19][O:20]1.[CH2:7]([c:8]1[cH:9][cH:10][c:11]([Cl:12])[cH:13][cH:14]1)[Cl:21]>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].CC1=CC=CC=C1.O=C(O)C12C[C@H]3C[C@H](C[C@H](C3)C2)C1>[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][c:11]([Cl:12])[cH:13][cH:14]2)[c:15]1[C:16]1=[N:17][CH2:18][CH2:19][O:20]1,[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][c:11]([Cl:12])[cH:13][cH:14]2)[c:15]1[C:16]1=[N:17][CH2:18][CH2:19][O:20]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][c:7]2[cH:8][cH:9][c:10]([Cl:11])[cH:12][cH:13]2)[cH:14][c:15]1[C:16]1=[N:17][CH2:18][CH2:19][O:20]1.[CH3:1][c:2]1[c:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([Cl:9])[cH:10][cH:11]2)[cH:12][cH:13][cH:14][c:15]1[C:16]1=[N:17][CH2:18][CH2:19][O:20]1.[CH3:1][c:2]1[cH:3][c:4]([CH2:5][c:6]2[cH:7][cH:8][c:9]([Cl:10])[cH:11][cH:12]2)[cH:13][cH:14][c:15]1[C:16]1=[N:17][CH2:18][CH2:19][O:20]1
231,230,[Cl:1][CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.[F:2][c:3]1[cH:4][cH:5][cH:6][c:7](-[n:8]2[cH:9][cH:10][cH:11][n:12]2)[cH:13]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].CC1=CC=CC=C1.O=C(O)C12C[C@H]3C[C@H](C[C@H](C3)C2)C1>[F:2][c:3]1[cH:4][cH:5][cH:6][c:7](-[n:8]2[cH:9][cH:10][cH:11][n:12]2)[c:13]1[CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,[F:2][c:3]1[cH:4][cH:5][cH:6][c:7](-[n:8]2[cH:9][cH:10][cH:11][n:12]2)[c:13]1[CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.[F:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[c:14](-[n:15]2[cH:16][cH:17][cH:18][n:19]2)[cH:20]1.[F:2][c:3]1[cH:4][c:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[cH:13][c:14](-[n:15]2[cH:16][cH:17][cH:18][n:19]2)[cH:20]1.[F:2][c:3]1[cH:4][c:5](-[n:6]2[cH:7][cH:8][cH:9][n:10]2)[cH:11][cH:12][c:13]1[CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1
232,231,[Br:1][Br:2].[cH:3]1[cH:4][cH:5][cH:6][c:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][n:13]2)[cH:14]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].C1COCCO1.CC1=C(C(O)=O)C(C)=CC(C)=C1>[Br:2][c:3]1[cH:4][cH:5][cH:6][c:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][n:13]2)[cH:14]1,[Br:2][c:3]1[cH:4][cH:5][cH:6][c:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][n:13]2)[cH:14]1.[Br:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1-[c:9]1[cH:10][cH:11][cH:12][cH:13][n:14]1.[Br:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1.[Br:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1-[c:9]1[cH:10][cH:11][cH:12][cH:13][n:14]1
233,232,[Br:1][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([F:8])[F:9].[cH:10]1[cH:11][cH:12][cH:13][c:14](-[c:15]2[n:16][c:17]3[cH:18][cH:19][cH:20][cH:21][c:22]3[n:23]2[CH2:24][c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)[cH:31]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].ClCCCl.OC12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3>[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14](-[c:15]2[n:16][c:17]3[cH:18][cH:19][cH:20][cH:21][c:22]3[n:23]2[CH2:24][c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)[cH:31]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][c:14](-[c:15]2[n:16][c:17]3[cH:18][cH:19][cH:20][cH:21][c:22]3[n:23]2[CH2:24][c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)[cH:31]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][c:13](-[c:14]2[n:15][c:16]3[cH:17][cH:18][cH:19][cH:20][c:21]3[n:22]2[CH2:23][c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[cH:30][cH:31]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1-[c:16]1[n:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]2[n:24]1[CH2:25][c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([F:8])([F:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1-[c:16]1[n:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]2[n:24]1[CH2:25][c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1
234,233,[Br:1][C:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])([CH3:8])[C:9]#[N:10].[cH:11]1[cH:12][cH:13][c:14]([NH:15][c:16]2[n:17][cH:18][c:19]([CH3:20])[cH:21][n:22]2)[cH:23][cH:24]1>CC1=CC=C(C(C)C)C=C1.CC2=CC=C(C(C)C)C=C2.[Ru+2].[Cl-].[Cl-].[Ru+2].[Cl-].[Cl-].CC(C)(C)OC.O=C(O)C1=C(C)C=C(C)C=C1C>[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([CH3:8])([C:9]#[N:10])[c:11]1[cH:12][cH:13][c:14]([NH:15][c:16]2[n:17][cH:18][c:19]([CH3:20])[cH:21][n:22]2)[cH:23][cH:24]1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([CH3:8])([C:9]#[N:10])[c:11]1[cH:12][cH:13][c:14]([NH:15][c:16]2[n:17][cH:18][c:19]([CH3:20])[cH:21][n:22]2)[cH:23][cH:24]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([CH3:8])([C:9]#[N:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[NH:17][c:18]1[n:19][cH:20][c:21]([CH3:22])[cH:23][n:24]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([CH3:8])([C:9]#[N:10])[c:11]1[cH:12][cH:13][cH:14][c:15]([NH:16][c:17]2[n:18][cH:19][c:20]([CH3:21])[cH:22][n:23]2)[cH:24]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([CH3:8])([C:9]#[N:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[NH:17][c:18]1[n:19][cH:20][c:21]([CH3:22])[cH:23][n:24]1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7]([CH3:8])([C:9]#[N:10])[c:11]1[cH:12][cH:13][cH:14][c:15]([NH:16][c:17]2[n:18][cH:19][c:20]([CH3:21])[cH:22][n:23]2)[cH:24]1
235,234,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([I:19])[cH:17][cH:18]1.[cH:7]1[cH:8][cH:9][cH:10][c:11]([CH3:12])[c:13]1[C:14](=[O:15])[OH:16]>F[B-](F)(F)F.F[B-](F)(F)F.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.N#CC(C)(C)C.[Ru+2].N#CC(C)(C)C.[K]OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][c:11]([CH3:12])[c:13]2[C:14](=[O:15])[OH:16])[cH:17][cH:18]1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][c:11]([CH3:12])[c:13]2[C:14](=[O:15])[OH:16])[cH:17][cH:18]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][c:11]([C:12](=[O:13])[OH:14])[c:15]2[CH3:16])[cH:17][cH:18]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][c:10]([C:11](=[O:12])[OH:13])[c:14]([CH3:15])[cH:16]2)[cH:17][cH:18]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][c:10]([CH3:11])[c:12]([C:13](=[O:14])[OH:15])[cH:16]2)[cH:17][cH:18]1
