rxn_id,aton_id,scaled_attention_values
213,7,0.431
213,8,0.129
213,9,0.334
213,10,0.302
213,11,0.142
213,12,0.302
213,13,0.334
213,22,1
214,1,0
214,2,0.282
214,3,0.296
214,4,0.307
214,5,0.303
214,6,0.278
214,7,0.515
214,8,1
214,14,0.42
215,1,0.016
215,2,0.406
215,3,0.438
215,4,0.449
215,5,0.439
215,6,0.416
215,7,0.37
215,8,0
215,9,0.331
215,10,0.448
215,12,0.448
215,15,0.413
215,16,0.331
215,18,1
215,19,0.622
215,23,0.676
215,24,0.494
216,1,0
216,2,0.423
216,3,0.431
216,4,0.428
216,5,0.429
216,6,0.424
216,7,0.286
216,8,1
216,9,0.642
216,18,0.821
216,19,0.645
217,1,0
217,2,0.26
217,3,0.248
217,4,0.257
217,5,0.245
217,6,0.263
217,7,0.316
217,8,1
217,9,0.471
217,18,0.689
217,19,0.466
217,20,0.701
217,21,0.575
218,1,0
218,2,0.261
218,3,0.251
218,4,0.261
218,5,0.247
218,6,0.266
218,7,0.315
218,8,1
218,9,0.472
218,18,0.69
218,19,0.418
218,20,0.702
218,21,0.337
218,22,0.496
218,26,0.496
218,30,0.496
219,1,0
219,2,0.342
219,3,0.317
219,4,0.326
219,5,0.317
219,6,0.338
219,7,0.234
219,8,0.283
219,9,0.323
219,10,0.264
219,11,0.554
219,12,0.862
219,21,1
220,1,0
220,2,0.294
220,3,0.193
220,4,0.176
220,5,0.199
220,6,0.293
220,7,0.296
220,8,0.321
220,9,0.345
220,10,0.263
220,11,0.62
220,12,1
221,1,0.071
221,2,0.368
221,3,0.366
221,4,0.356
221,5,0.366
221,6,0.368
221,7,0.456
221,14,0.385
221,15,1
221,16,0
221,17,0.593
221,21,0.593
221,25,0.593
222,1,0.35
222,2,0.472
222,3,0.463
222,4,0.453
222,5,0.468
222,6,0.465
222,7,0.466
222,13,0.516
222,14,1
222,15,0
222,16,0.534
222,20,0.534
222,24,0.534
222,28,0.425
222,31,0.517
223,1,0
223,2,0.338
223,3,0.341
223,4,0.33
223,5,0.339
223,6,0.332
223,7,0.381
223,8,0.331
223,9,0.339
223,10,0.178
223,11,0.339
223,12,0.331
223,13,0.331
223,19,0.502
223,20,1
224,1,0
224,2,0.31
224,3,0.332
224,4,0.337
224,5,0.329
224,6,0.31
224,7,0.486
224,8,0.072
224,9,0.078
224,10,0.346
224,11,0.336
224,12,0.336
224,13,0.265
224,14,0.335
224,21,0.465
224,22,0.339
224,25,1
225,1,0
225,2,0.385
225,3,0.356
225,4,0.365
225,5,0.356
225,6,0.378
225,7,0.264
225,8,0.318
225,9,0.363
225,10,0.316
225,11,0.534
225,12,1
226,1,0
226,2,0.342
226,3,0.342
226,4,0.372
226,5,0.351
226,6,0.333
226,7,0.663
226,8,0.028
226,9,0.218
226,10,0.119
226,12,1
226,18,0.678
226,22,0.523
226,23,0.851
227,1,0
227,2,0.289
227,3,0.29
227,4,0.287
227,5,0.289
227,6,0.29
227,7,0.128
227,8,0.136
227,9,0.278
227,10,0.273
227,12,0.403
227,18,0.522
227,22,1
228,1,0
228,2,0.508
228,3,0.522
228,4,0.514
228,5,0.522
228,6,0.508
228,7,0.153
228,11,1
228,15,1
229,1,0
229,2,0.627
229,3,0.656
229,4,0.677
229,5,0.745
229,6,0.405
229,7,0.472
229,8,0.834
229,9,0.782
229,11,1
229,12,0.706
229,18,0.822
230,1,0
230,2,0.365
230,3,0.374
230,4,0.37
230,5,0.306
230,6,0.379
230,7,0.157
230,8,0.386
230,9,0.368
230,10,0.357
230,12,0.384
230,19,1
231,1,0
231,2,0.294
231,3,0.193
231,4,0.176
231,5,0.199
231,6,0.293
231,7,0.296
231,8,0.321
231,9,0.345
231,10,0.263
231,11,0.62
231,12,1
232,1,0
232,2,0.804
232,3,0.833
232,4,0.849
232,5,0.84
232,6,0.794
232,7,0.225
232,8,0.057
232,9,0.018
232,10,0.711
232,11,0.847
232,12,0.847
232,13,0.697
232,18,0.617
232,19,0.951
232,20,1
232,23,0.293
232,24,0.871
232,25,0.871
232,26,0.847
232,28,0.847
232,30,0.847
233,1,0.177
233,2,0.362
233,3,0.456
233,4,0.404
233,5,0.449
233,6,0.359
233,7,0.883
233,14,0.189
233,15,0.656
233,16,0.656
233,17,0
233,20,0.811
233,21,0.811
233,22,1
234,1,0
234,2,0.01
234,3,0.398
234,4,0.381
234,5,0.373
234,6,0.38
234,7,0.53
234,12,0.66
234,16,1
234,17,0.943
235,1,0
235,2,0.587
235,3,0.62
235,4,0.604
235,5,0.618
235,6,0.585
235,7,0.332
235,8,0.597
235,9,0.616
235,10,0.63
235,11,0.928
235,12,1
236,1,0
236,2,0.511
236,3,0.503
236,4,0.502
236,5,0.56
236,6,0.327
236,7,0.267
236,8,0.504
236,9,0.521
236,10,0.533
236,11,0.802
236,12,0.866
236,21,1
237,1,0
237,2,0.062
237,3,0.435
237,4,0.432
237,5,0.461
237,6,0.462
237,7,0.233
237,8,0.397
237,9,0.436
237,10,0.387
237,11,0.539
237,12,0.808
237,21,0.783
237,22,1
237,23,1
237,24,1
238,1,0
238,2,0.357
238,3,0.486
238,4,0.384
238,5,0.233
238,6,0.34
238,7,0.34
238,8,0.36
238,9,0.383
238,10,0.305
238,11,0.641
238,12,1
238,21,0.867
238,22,0.744
239,1,0.061
239,2,0.123
239,3,0.078
239,4,0.073
239,5,0.094
239,6,0.107
239,12,0.476
239,13,0.043
239,14,0
239,15,0.357
239,16,0.084
239,18,0.01
239,22,1
240,1,0
240,2,0.47
240,3,0.466
240,4,0.445
240,5,0.477
240,6,0.463
240,12,1
240,13,0.058
240,14,0.452
240,15,0.494
240,16,0.465
240,18,0.461
240,22,0.01
241,1,0
241,2,0.549
241,3,0.54
241,4,0.559
241,5,0.54
241,6,0.55
241,7,0.273
241,8,0.481
241,9,0.53
241,10,0.468
241,11,0.66
241,12,1
242,1,0
242,2,0.982
242,3,0.977
242,4,0.966
242,5,0.979
242,6,0.977
242,7,0.395
242,8,0.963
242,9,0.974
242,10,0.969
242,11,1
242,12,0.916
243,1,0
243,2,0.637
243,3,0.131
243,4,0.645
243,6,0.677
243,7,0.616
243,11,0.755
243,14,0.234
243,15,0.624
243,16,0.631
243,18,0.649
243,19,0.628
243,23,0.092
243,24,0.67
243,25,0.67
243,26,0.626
243,28,0.626
243,30,0.464
243,33,0.591
243,34,1
243,35,0.962
244,1,0
244,2,0.52
244,3,0.531
244,4,0.529
244,5,0.532
244,6,0.521
244,7,0.266
244,8,0.472
244,9,0.558
244,10,0.505
244,11,0.696
244,12,1
245,1,0
245,2,0.591
245,3,0.615
245,4,0.589
245,5,0.618
245,6,0.587
245,7,0.333
245,8,0.598
245,9,0.616
245,10,0.63
245,11,0.928
245,12,1
246,1,0
246,2,0.923
246,3,0.982
246,4,1
246,5,0.982
246,6,0.929
246,7,0.088
246,8,0.814
246,9,0.981
246,10,0.806
246,11,0.99
246,12,0.967
247,1,0
247,2,0.385
247,3,0.356
247,4,0.365
247,5,0.356
247,6,0.378
247,7,0.264
247,8,0.318
247,9,0.363
247,10,0.316
247,11,0.534
247,12,1
248,1,0
248,2,0.549
248,3,0.54
248,4,0.559
248,5,0.54
248,6,0.55
248,7,0.273
248,8,0.481
248,9,0.53
248,10,0.468
248,11,0.66
248,12,1
249,1,0
249,2,0.484
249,3,0.204
249,4,0.498
249,6,0.542
249,7,0.517
249,11,0.557
249,14,0.065
249,15,0.419
249,16,0.499
249,18,0.503
249,19,0.415
249,23,0.264
249,24,0.513
249,25,0.513
249,26,0.499
249,28,0.499
249,30,0.467
249,33,0.492
249,34,1
249,35,0.657
250,1,0
250,2,0.646
250,3,0.611
250,4,0.615
250,5,0.612
250,6,0.645
250,7,0.351
250,8,0.624
250,9,0.621
250,10,0.611
250,11,0.842
250,12,1
251,1,0
251,2,0.311
251,3,0.222
251,4,0.253
251,6,0.418
251,7,0.351
251,11,0.747
251,14,0.293
251,15,0.346
251,16,0.369
251,18,0.634
251,19,0.29
251,23,0.34
251,24,0.4
251,25,0.4
251,26,0.4
251,28,0.4
251,30,0.225
251,33,1
251,34,0.67
251,35,0.749
251,36,0.749
251,37,0.749
252,1,0
252,2,0.2
252,3,0.215
252,4,0.22
252,5,0.264
252,6,0.208
252,7,0.404
252,8,0.258
252,9,0.152
252,10,0.248
252,12,0.609
252,19,1
253,1,0.118
253,2,0.32
253,3,0
253,4,0.33
253,6,0.333
253,7,0.282
253,10,0.464
253,11,0.298
253,12,0.284
253,14,0.356
253,17,0.595
253,18,1
253,19,0.113
253,20,0.323
253,21,0.323
253,22,0.333
253,24,0.333
253,26,0.353
253,29,0.66
253,30,0.555
254,1,0
254,2,0.201
254,3,0.143
254,4,0.192
254,6,0.229
254,7,0.139
254,10,1
254,12,0.182
254,13,0.42
254,14,0.493
254,19,0.292
254,20,0.67
255,1,0.063
255,2,0.314
255,3,0
255,4,0.331
255,6,0.332
255,7,0.292
255,10,1
255,11,0.532
255,12,0.51
255,13,0.604
255,18,0.437
255,19,0.684
255,20,0.053
255,21,0.308
255,22,0.308
255,23,0.319
255,25,0.319
255,27,0.227
255,30,0.367
255,31,0.482
